Usuarios que tomaron bicicleta: ,40.0,35.0,32.0,20.0,23.0,36.0,29.0,23.0,29.0,34.0,29.0,33.0,32.0,22.0,31.0
Usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo vacía: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usuarios que dejaron bicicleta: ,42.0,41.0,44.0,32.0,32.0,38.0,41.0,35.0,41.0,40.0,41.0,41.0,44.0,34.0,43.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,5.0,13.0,0.0,0.0,25.0,19.0,26.0,0.0,5.0,8.0,15.0,21.0,11.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.11363636363636363,0.40625,0.0,0.0,0.6097560975609756,0.5428571428571428,0.6341463414634146,0.0,0.12195121951219512,0.1951219512195122,0.3409090909090909,0.6176470588235294,0.2558139534883721
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,7.926948191444557,32.60149847231904,0.0,0.0,20.350322695087527,34.6566355831694,44.809560630704276,0.0,1.1168874545661234,2.1643111476198813,33.16035623217943,28.758383232382034,7.593868038753339
Tiempo que estuvo llena: ,0.0,0.0,144.84542077045916,254.68881004623952,0.0,0.0,273.03374098735867,268.3814836361421,294.6725772506244,0.0,154.52076390664652,73.59161797697345,232.05871468348874,258.34398945650616,195.2118984006583
Balance: ,2.0,6.0,12.0,12.0,9.0,2.0,12.0,12.0,12.0,6.0,12.0,8.0,12.0,12.0,12.0
