Usuarios que tomaron bicicleta: ,6.0,3.0,6.0,8.0,9.0,9.0,6.0,5.0,3.0,5.0,9.0,10.0,7.0,7.0,9.0
Usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo vacía: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usuarios que dejaron bicicleta: ,19.0,17.0,20.0,16.0,24.0,16.0,21.0,11.0,18.0,16.0,12.0,16.0,22.0,15.0,24.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.125
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,0.0,0.0,0.6482895326256658,0.0,0.9507489557906161,0.0,0.0,0.0,0.0,0.0,5.766853368284413,0.0,4.950910856285006
Tiempo que estuvo llena: ,0.0,0.0,93.73675074203538,0.0,69.7160108834617,0.0,51.6332596101509,0.0,47.99327083853797,0.0,0.0,0.0,191.1742092610724,0.0,128.9342182583373
Balance: ,13.0,14.0,14.0,8.0,15.0,7.0,15.0,6.0,15.0,11.0,3.0,6.0,15.0,8.0,15.0
