Usuarios que tomaron bicicleta: ,14.0,15.0,20.0,17.0,16.0,15.0,21.0,17.0,21.0,18.0,11.0,19.0,15.0,19.0,17.0
Usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735112220849004,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo vacía: ,0.0,0.0,0.3903792613649557,0.0,0.0,0.0,0.8640283252195786,0.0,0.0,85.21095366192239,0.0,0.0,0.0,1.9800857239946765,0.0
Usuarios que dejaron bicicleta: ,23.0,19.0,11.0,15.0,18.0,16.0,16.0,16.0,16.0,16.0,13.0,21.0,20.0,14.0,14.0
Usuarios que esperaron dejar bicicleta: ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para dejar bicicleta: ,0.01835009843720716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo llena: ,45.937814480920906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balance: ,9.0,4.0,-9.0,-2.0,2.0,1.0,-5.0,-1.0,-5.0,-2.0,2.0,2.0,5.0,-5.0,-3.0
