13,6,18,8,6,8,12,6,2,18,8,8,4,4,2,4,2,4,2,12,3,4,4,3,14,9,4,3,18,4,18,4,3,18,18,17,11,18,11,12,26,12,17,14,4,18,11,6,18,14,3,11,9,18,8,18,6,14,19,18,18,9,18,18,9,14,12,15,11,17,18,14,18,14,7,11,8,18,14,18,14,6,8,10,8,11,13,8,6,14,11,11,18,12,9,18,13,18,15,12,17,8,14,9,12,14,25,17,15,17,12,12,11,12,14,12,17,11,18,12,9,15,15,18,18,18,16,12,12,11,9,12,18,18,18,14,14,12,12,9,15,15,10,15,14,11,14,12,18,14,14,15,11,17,17,8,15,19,18,16,11,14,18,14,11,13,12,11,12,11,14,9,11,23,13,26,11,15,14,15,12,19,25,18,15,9,11,8,9,12,11,18,17,12,11,14,18,14,12,14,8,11,12,15,11,12,2,14,2,14,25,25,14,12,12,12,4,12,17,12,12,15,15,11,12,3,2,2,11,9,14,15,8,15,3,2,15,15,1,18,18,15,14,9,12,8,15,14,9,2,9,9,11,15,25,14,11,15,12,12,3,17,15,25,25,25,18,18,24,25,25,25,25,25,25,16,14,12,14,18,15,9,10,17,9,11,11,9,11,14,14,18,18,11,15,18,18,11,12,11,15,4,4,17,18,18,12,14,14,9,9,15,13,11,11,15,18,11,14,8,12,14,12,10,12,18,15,18,12,9,14,11,11,18,15,11,11,11,10,16,15,17,9,14,11,14,14,9,11,15,9,17,13,11,11,9,12,12,18,14,15,10,15,14,18,12,10,15,18,15,11,11,11,16,13,15,18,15,18,14,14,12,8,11,18,18,11,12,19,18,15,11,18,18,11,11,11,17,18,15,17,14,14,15,15,11,11,14,12,12,15,14,18,14,15,16,15,15,15,14,15,11,12,8,18,17,11,14,9,15,12,14,10,15,15,11,13,9,11,18,17,14,18,10,18,18,14,15,14,15,4,9,
14,6,18,8,6,8,12,6,2,18,8,8,4,4,2,4,3,4,2,12,3,4,4,3,3,9,4,3,25,4,4,4,3,18,18,17,11,18,11,12,25,12,23,14,4,18,11,6,18,14,3,11,8,18,8,18,6,14,18,18,18,9,18,18,9,14,12,15,11,18,18,14,18,14,8,11,8,18,14,18,14,6,8,11,8,11,12,8,6,14,11,11,18,12,9,18,14,18,15,12,17,8,14,8,12,14,25,25,15,18,12,12,11,12,14,12,17,11,18,12,9,15,15,18,18,18,15,12,12,11,9,12,18,17,18,14,14,12,12,9,15,15,11,14,14,12,14,12,18,14,14,15,11,17,17,9,15,18,18,15,11,14,18,14,11,12,12,11,11,11,14,9,11,23,12,25,11,15,14,15,12,18,25,18,15,9,11,8,9,12,11,18,18,12,12,14,4,14,12,14,9,11,12,14,11,12,2,14,2,14,25,25,14,12,12,12,4,12,4,12,12,15,15,11,12,3,2,2,11,9,14,15,8,14,3,3,15,15,2,18,18,15,14,9,12,8,3,14,9,3,9,9,11,21,25,19,11,15,12,12,3,17,15,25,25,25,25,25,25,25,25,25,25,25,25,15,14,11,15,18,15,9,11,18,9,11,11,9,11,14,14,18,18,11,15,18,18,11,12,11,15,4,4,17,18,18,12,14,14,9,9,15,12,11,11,14,18,11,14,9,12,14,12,11,12,4,15,18,12,9,14,11,11,18,15,11,11,11,11,15,15,18,9,14,11,14,14,9,11,15,9,17,14,12,11,9,12,12,18,14,14,11,14,14,18,12,11,15,18,15,11,11,12,15,12,15,18,15,18,14,14,12,8,11,18,18,11,11,18,18,14,11,18,18,12,11,12,17,18,15,17,15,15,15,15,11,11,14,12,12,15,15,18,14,15,15,15,15,15,14,15,11,12,8,18,18,11,14,11,15,11,15,11,15,14,11,12,9,11,18,18,14,18,9,18,18,14,15,14,15,4,9,
12,6,18,8,6,8,12,6,2,18,8,8,4,4,2,4,3,4,2,12,3,4,4,2,14,9,4,3,18,5,18,4,3,18,18,17,11,18,11,12,26,12,23,14,4,18,11,6,18,15,3,11,9,18,8,18,6,14,18,18,18,9,18,18,9,13,12,15,11,18,18,14,18,14,8,11,8,18,14,18,14,5,8,10,8,11,12,8,6,14,11,11,18,12,9,18,13,18,15,11,17,9,14,9,11,14,25,17,15,18,12,12,12,12,14,12,17,11,18,12,9,14,15,18,18,18,16,12,12,11,9,12,18,17,18,14,14,12,12,8,15,16,10,14,14,11,14,12,18,14,13,15,11,17,17,10,15,19,18,16,11,14,18,14,11,12,13,11,12,11,14,9,11,23,12,25,11,15,14,15,12,19,25,18,15,9,11,8,10,12,11,18,18,12,12,14,4,14,12,15,9,11,12,15,11,12,2,14,2,14,25,25,13,12,12,12,4,12,17,12,12,15,16,11,13,3,2,2,11,9,14,16,8,15,3,1,15,15,1,18,18,15,14,9,12,8,16,14,9,2,9,10,11,15,25,13,11,15,12,12,3,18,15,25,25,25,25,18,24,25,25,25,25,25,24,16,14,12,14,18,15,9,10,18,9,11,11,8,11,14,14,18,18,12,16,18,18,11,12,11,15,4,4,17,18,18,12,14,14,9,9,15,12,11,11,15,18,12,14,9,12,14,12,10,12,18,15,17,12,9,14,11,11,18,15,11,11,10,10,16,16,18,9,14,11,14,14,9,11,15,9,17,13,12,11,9,12,12,18,14,16,11,14,14,18,11,11,14,18,15,10,11,12,16,12,15,18,15,18,14,14,12,8,11,18,18,11,12,19,18,15,11,18,18,11,11,10,17,18,15,18,15,15,16,15,11,12,14,12,12,15,14,18,14,14,14,15,15,15,14,15,11,11,8,18,18,11,14,8,15,12,15,10,15,15,11,12,9,11,18,17,14,18,10,18,18,14,15,14,15,5,9,
14,6,18,8,6,8,12,6,2,18,8,8,5,3,2,4,2,5,2,12,2,4,4,3,14,9,4,3,25,4,18,4,3,18,18,17,11,17,11,12,26,12,16,14,4,18,11,6,18,14,3,11,9,18,8,18,6,14,19,17,17,9,18,18,10,14,12,15,11,16,19,14,18,14,7,10,9,18,14,18,14,6,8,11,8,11,13,8,6,14,11,11,18,12,9,18,12,18,16,12,18,8,14,8,12,13,25,17,15,18,13,12,10,12,14,12,17,11,18,12,10,15,15,18,18,18,15,12,12,11,9,12,18,18,18,14,14,13,12,9,15,15,10,14,14,11,14,11,18,14,15,14,11,18,17,8,15,19,18,16,11,14,18,13,11,12,12,11,12,12,14,9,11,23,13,25,11,15,14,15,12,19,24,18,15,9,11,8,8,11,11,18,18,12,13,14,19,14,13,14,9,11,12,15,11,12,2,14,1,14,25,25,14,12,12,12,4,12,17,12,12,15,15,11,12,3,2,2,11,10,14,15,8,15,3,2,15,15,1,17,18,15,14,9,12,8,15,14,9,2,9,9,11,20,25,14,11,15,12,12,3,17,15,25,25,26,17,25,24,25,25,25,25,25,25,16,14,12,14,18,16,9,10,16,9,11,11,9,11,14,14,18,18,11,15,18,18,11,13,11,15,4,4,17,18,18,13,14,13,9,9,14,12,11,11,16,18,11,14,8,11,14,12,10,12,3,15,18,13,9,14,11,11,18,15,11,11,11,10,16,15,18,9,15,11,14,14,9,11,15,9,17,13,11,11,9,12,12,18,14,14,10,15,14,18,12,10,15,18,15,11,11,12,15,13,15,17,16,18,14,14,12,8,11,18,18,11,12,19,18,14,11,18,18,12,11,12,17,18,15,17,15,14,15,15,11,11,14,12,13,14,15,18,14,15,16,15,16,15,14,15,11,11,8,18,18,11,15,11,16,11,14,11,14,14,11,14,9,11,18,18,14,18,9,18,18,14,15,14,15,4,9,
14,6,18,8,6,9,12,6,3,18,8,8,4,4,2,4,3,4,2,12,3,4,4,3,14,9,4,3,18,4,4,4,3,18,18,17,11,18,11,12,26,12,17,14,4,18,11,6,18,15,3,11,8,18,8,18,6,14,18,18,18,10,18,18,9,14,12,15,11,18,18,14,18,14,8,11,8,18,14,18,14,6,8,11,8,11,12,8,6,13,11,11,18,12,8,18,15,18,15,12,17,8,14,9,12,14,25,17,15,17,12,12,11,12,14,12,18,11,18,12,9,16,14,18,19,18,15,12,12,11,9,12,18,19,18,15,14,12,12,9,15,15,11,15,14,11,14,13,18,14,14,15,11,17,17,8,15,19,18,16,10,14,18,14,10,13,11,11,12,11,14,9,11,23,12,26,11,15,14,15,12,19,25,18,15,9,11,8,8,12,11,18,17,12,11,14,18,14,12,14,9,11,12,15,11,12,2,14,2,14,25,25,14,12,12,12,4,12,17,11,12,14,15,11,12,3,2,2,11,9,14,15,8,15,3,2,15,15,1,18,18,15,13,9,12,8,15,13,9,3,9,9,11,15,25,14,11,16,11,12,2,17,15,25,25,25,18,18,24,25,25,25,25,25,25,16,14,12,14,18,15,8,11,16,9,11,11,9,11,14,15,18,18,11,15,18,18,11,12,11,15,5,4,18,18,18,12,13,14,9,9,15,13,11,11,14,18,11,13,9,12,14,12,10,12,4,15,18,12,9,13,11,11,17,15,11,11,11,10,15,15,18,10,14,11,14,14,9,11,15,9,17,14,12,11,9,12,12,18,14,14,11,14,14,18,11,10,15,18,16,11,10,12,16,12,14,18,15,18,14,15,12,8,11,18,17,11,12,19,18,15,11,18,18,11,11,11,17,18,15,17,14,14,15,15,11,11,14,11,12,14,15,18,13,15,15,14,15,15,14,15,11,12,8,18,17,12,14,9,15,12,15,11,15,15,11,13,9,11,18,18,14,18,10,18,18,14,15,14,15,4,9,
13,6,18,7,6,8,12,7,2,18,8,8,4,4,2,4,2,4,2,12,3,4,4,3,14,9,4,3,18,4,17,4,3,18,18,16,11,18,11,13,25,12,23,14,4,18,11,6,18,14,3,12,9,18,8,18,6,14,19,18,18,9,18,18,9,14,12,15,10,17,18,13,18,14,7,11,8,18,14,18,14,6,8,11,8,11,13,8,6,14,11,11,18,12,9,18,14,18,15,12,17,8,14,9,12,14,25,25,15,18,12,12,11,12,14,12,17,11,18,12,10,15,14,19,18,18,16,12,12,12,9,12,18,18,18,14,13,12,12,9,15,15,11,15,14,11,14,12,18,15,14,15,11,16,17,8,15,18,19,16,11,14,18,14,11,12,12,11,11,11,13,9,11,24,13,26,11,15,14,15,12,18,25,18,15,9,11,8,9,12,11,18,17,12,12,14,18,14,12,15,8,11,12,15,11,12,2,14,2,14,25,25,14,12,12,12,4,12,17,12,13,15,15,11,12,3,2,2,11,9,14,15,8,15,3,3,15,15,1,18,18,15,14,8,12,8,15,14,9,2,9,9,11,15,25,19,11,15,12,12,3,17,15,25,25,25,25,25,24,25,25,25,25,25,25,15,14,11,14,18,15,9,12,18,8,11,11,9,11,15,13,18,18,11,15,18,18,11,12,10,14,4,4,17,18,18,11,14,14,9,10,15,13,11,11,14,17,11,14,9,12,14,12,11,12,18,15,19,12,9,14,11,11,18,15,11,11,11,10,16,16,17,8,14,11,14,14,10,11,15,9,17,14,11,11,9,12,12,18,14,15,10,15,14,18,12,10,15,18,15,12,11,12,15,13,15,17,16,18,14,14,12,8,11,18,18,11,12,19,17,15,11,18,18,12,11,11,17,18,15,17,15,15,15,15,11,11,14,12,12,16,13,18,14,15,16,15,15,15,14,15,11,12,8,18,17,10,13,9,15,12,14,10,15,15,10,13,9,11,18,17,14,18,9,18,18,14,15,14,14,4,9,
13,6,18,8,6,8,11,5,2,18,8,8,4,4,2,4,3,4,2,12,4,4,4,3,13,9,4,3,18,4,18,4,3,18,18,17,11,18,11,12,26,12,23,14,4,18,11,6,18,15,2,11,9,18,8,18,6,14,19,18,18,9,18,19,9,14,12,15,12,17,19,14,18,14,7,11,8,18,14,18,14,6,8,10,8,11,12,8,6,14,11,11,18,12,9,18,13,18,15,11,17,8,15,8,12,14,25,17,15,17,12,12,11,12,14,12,16,11,18,12,8,15,15,18,17,18,16,12,12,11,9,12,18,17,18,14,14,13,12,9,15,15,10,14,14,11,13,12,18,15,14,15,11,17,17,8,15,17,17,16,11,14,18,14,11,13,12,11,11,11,14,9,11,23,13,26,11,15,14,16,12,18,25,18,15,9,11,8,9,12,11,18,18,12,11,14,4,14,11,15,8,11,12,14,11,12,2,14,2,14,25,25,14,12,12,12,4,12,4,12,12,14,15,11,12,3,2,2,11,9,14,15,8,15,3,3,15,15,1,18,18,15,14,9,12,8,2,14,9,2,9,9,11,15,25,19,11,15,12,12,3,17,15,25,25,25,17,25,24,26,25,25,25,25,25,16,14,11,14,18,15,9,10,17,9,11,11,9,11,14,14,18,18,11,15,18,18,11,12,12,15,3,4,17,18,18,12,14,14,9,9,15,13,12,11,14,17,11,14,9,12,14,12,10,12,18,15,18,13,9,14,11,11,18,15,11,11,11,10,15,15,17,9,14,11,14,14,9,11,16,9,17,14,12,11,9,12,12,18,14,14,10,15,14,18,12,11,16,18,15,11,10,11,16,13,15,18,15,18,14,14,12,8,11,18,19,11,11,19,17,14,11,18,18,12,11,12,17,18,15,17,14,14,15,16,11,11,14,12,12,15,14,18,14,15,16,15,15,15,14,15,12,12,8,17,17,11,14,9,15,12,15,10,16,15,11,11,9,11,19,17,14,17,9,18,18,14,15,14,15,4,9,
14,6,18,7,6,9,12,6,2,18,8,8,4,4,2,4,3,4,2,12,3,4,4,3,14,10,4,2,25,4,18,4,3,18,18,17,11,18,11,12,25,12,17,14,3,18,11,6,18,14,3,11,9,18,8,18,6,14,19,18,18,10,18,18,9,14,12,15,11,18,18,14,18,14,8,11,8,18,14,17,14,6,8,12,8,11,12,8,6,14,11,11,18,12,9,18,13,18,15,12,17,8,14,8,12,14,26,25,15,17,12,12,12,12,14,12,17,12,18,12,9,15,15,18,18,18,15,12,12,11,9,12,18,17,17,14,13,13,12,8,15,15,10,15,14,12,14,12,18,14,14,15,11,17,16,9,15,18,18,17,11,14,18,14,11,13,12,11,12,11,14,9,11,23,13,26,11,15,14,15,11,19,25,18,14,9,11,8,9,11,11,18,17,12,11,14,18,14,12,14,8,11,12,15,11,11,2,14,3,14,25,26,14,12,12,13,4,12,17,12,12,15,15,11,12,3,2,2,11,9,14,15,8,14,3,2,15,15,2,18,18,15,14,9,12,8,2,13,9,3,9,8,11,15,25,19,11,15,11,12,3,17,15,25,25,25,18,25,24,25,25,25,25,25,25,16,14,12,14,18,15,9,11,17,9,11,11,9,11,14,14,18,18,11,15,18,18,11,12,11,15,4,4,17,18,18,12,14,14,9,9,15,12,10,11,14,18,11,14,9,12,14,12,11,12,4,14,18,12,9,14,11,10,18,15,11,11,11,11,17,15,17,9,14,11,14,14,9,11,15,9,16,13,12,12,9,12,12,18,14,14,10,14,14,18,12,11,15,18,15,11,11,12,15,13,16,18,15,18,14,14,12,8,12,17,18,11,12,18,18,15,11,18,18,11,11,12,17,19,15,17,14,16,15,15,11,11,14,12,12,15,14,18,14,15,15,15,15,15,14,15,11,12,8,18,18,11,14,11,15,12,14,11,15,16,11,13,9,10,18,18,14,18,9,18,18,14,15,15,15,4,9,
13,6,18,8,6,8,12,6,2,17,8,8,4,4,3,4,2,4,2,12,3,4,4,3,3,9,4,3,25,3,4,4,3,18,18,18,11,17,11,12,25,12,23,14,4,18,11,6,18,14,3,11,9,18,7,18,6,14,19,18,18,9,19,18,9,14,12,15,11,17,18,14,18,14,8,11,8,18,14,17,14,6,8,10,7,11,12,8,6,14,11,11,18,12,8,18,14,18,15,12,17,8,14,8,12,13,24,17,15,18,12,12,11,11,14,12,17,11,19,12,9,15,15,18,18,18,16,12,12,11,9,12,18,18,18,14,14,12,12,10,15,15,11,15,14,12,14,11,18,14,14,15,11,17,17,9,15,18,18,16,11,15,18,15,11,13,12,11,12,11,14,9,11,23,13,26,11,15,14,15,12,19,25,18,15,9,11,8,9,12,11,18,17,12,11,14,17,14,12,14,8,12,12,15,11,12,2,14,1,14,25,25,14,12,12,12,4,12,4,12,12,15,15,11,12,3,2,2,11,9,14,15,8,14,3,2,15,15,2,18,19,15,14,9,12,8,15,14,9,3,9,9,11,15,25,19,10,15,12,12,3,18,15,25,25,25,18,25,25,25,25,25,25,25,25,15,14,11,15,18,15,9,10,18,8,11,12,9,11,14,14,19,18,11,15,18,18,11,12,11,15,4,4,17,18,18,12,14,14,9,9,15,13,11,11,14,18,11,14,8,12,14,12,10,12,18,15,18,12,9,14,11,11,18,15,11,11,11,11,16,15,17,9,14,11,15,14,9,11,15,9,17,14,12,11,9,12,12,18,14,14,10,15,14,18,12,10,15,18,15,11,11,12,16,12,15,18,15,18,14,14,12,8,11,18,18,11,11,19,18,14,11,18,18,12,11,11,18,18,15,17,14,14,15,15,11,10,13,12,12,15,15,18,14,15,16,15,15,16,14,16,10,12,8,18,18,11,14,9,15,12,14,10,15,14,11,12,9,11,18,17,14,18,10,18,18,14,15,14,16,4,9,
13,6,18,7,6,9,12,6,2,18,8,8,4,5,2,4,2,4,2,12,3,4,4,2,14,9,4,3,25,4,18,4,3,18,18,16,11,18,11,12,26,12,17,14,4,18,10,6,18,14,4,11,8,18,8,18,6,14,19,18,18,10,18,18,9,14,12,15,10,17,18,14,18,14,8,11,8,18,14,18,14,5,8,10,8,11,13,8,6,14,11,11,18,12,9,18,13,18,15,12,17,8,15,9,12,14,25,24,15,18,12,12,11,12,14,12,17,11,18,12,9,15,15,18,18,18,16,11,12,11,9,12,18,18,18,14,14,12,11,9,15,14,11,15,14,11,14,12,18,14,14,15,11,17,17,8,15,19,18,16,11,14,18,14,11,11,12,11,11,11,14,9,12,23,12,25,11,15,14,15,12,18,25,18,15,9,11,8,9,12,11,18,17,12,11,15,18,14,12,14,8,11,13,15,11,12,2,14,3,14,25,24,14,12,12,12,4,12,17,12,12,16,15,11,12,3,2,2,11,9,15,15,8,15,3,2,15,15,1,18,18,15,14,9,12,8,15,13,9,2,9,9,11,21,25,13,11,14,13,12,3,16,15,25,25,25,19,18,24,25,25,25,25,25,25,15,14,12,15,19,15,9,11,17,9,11,11,9,11,14,14,18,18,11,15,18,18,11,12,11,15,4,4,17,18,18,12,15,14,9,9,15,13,11,11,14,18,10,14,9,12,14,12,11,12,4,14,18,12,9,14,11,11,18,15,12,11,11,10,16,14,18,8,14,10,14,14,9,11,15,9,17,14,10,11,9,12,12,18,14,15,10,15,14,18,12,11,15,18,15,11,11,11,16,13,14,18,15,18,14,14,12,8,12,18,18,11,12,19,18,14,11,18,18,11,11,11,17,18,15,17,14,15,15,15,11,11,14,12,12,15,15,18,14,15,16,15,15,16,14,15,11,12,8,18,18,12,14,11,15,11,14,10,14,15,11,13,9,11,18,17,14,18,10,18,18,14,15,14,15,4,9,
