Rep:
Usuarios totales que esperaron:,2943.0,3260.0,3098.0,3107.0,3219.0,3225.0,2977.0,3113.0,3029.0,3094.0,3191.0,3068.0,3025.0,3152.0,3131.0,3215.0,3143.0,3102.0,3022.0,3025.0,3238.0,3114.0,3136.0,3231.0,3001.0,3149.0,3250.0,3262.0,3157.0,3111.0,3011.0,3075.0,3026.0,3153.0,2974.0,3089.0,3305.0,3174.0,3150.0,3083.0,3101.0,3141.0,2964.0,2941.0,2974.0,3277.0,2972.0,3109.0,3062.0,2987.0,3205.0,3178.0,3049.0,3022.0,2992.0,3200.0,2984.0,3182.0,3013.0,3144.0,3051.0,2849.0,3048.0,3074.0,3078.0,3012.0,3114.0,3085.0,3064.0,3204.0,3143.0,2998.0,3050.0,3353.0,3042.0,2948.0,3008.0,3032.0,3213.0,3133.0,3194.0,3119.0,2924.0,3152.0,3056.0,3141.0,3092.0,3212.0,3103.0,3189.0,3116.0,3064.0,3109.0,3078.0,3211.0,3216.0,3044.0,3144.0,3102.0,2976.0
Fracc. de usuarios que esperaron:,0.4015006821282401,0.42107982433479724,0.42473265697833834,0.40752885624344176,0.4257373363311731,0.4341095706016961,0.4105640601296373,0.4219872576928291,0.4070689423464588,0.4160839160839161,0.43355978260869565,0.3969465648854962,0.4089495741516831,0.42439746869530093,0.41869483819202996,0.43253060675366606,0.41508188061278395,0.41371032275273406,0.41769177608845887,0.41381668946648426,0.43190609577164196,0.41882985877605916,0.40865259317174873,0.4196103896103896,0.40190170081692783,0.4253680940159395,0.4319510898458267,0.43222472505631376,0.4126258005489479,0.4062418386001567,0.40023926625016615,0.4110413046384173,0.39873501120042165,0.42006394884092724,0.40767649074708706,0.4281951760465761,0.4342969776609724,0.4235953556652876,0.4202241195304162,0.4145488772354444,0.42602005770023355,0.422859450726979,0.40102827763496146,0.3943945286308167,0.40706268820147823,0.4424193330633185,0.41323692992213573,0.4096179183135705,0.41676874914931267,0.41776223776223775,0.4189542483660131,0.42554900910551685,0.41202702702702704,0.4047682828824002,0.41059420886510223,0.42987641053197206,0.40373427141117574,0.42751578664517,0.4095976073953235,0.4196476241324079,0.40604205483098216,0.38857064920894707,0.40836012861736337,0.41079780836562874,0.413265306122449,0.40122552284534435,0.4243663123466885,0.4161046668465066,0.4136627514513298,0.4256110520722636,0.41817456093666844,0.4124931205283434,0.40978100228402525,0.4385299503008109,0.4084866389149993,0.397037037037037,0.4212295196751155,0.40496861226125286,0.41549204707099446,0.4236073553272039,0.42065059923613857,0.4183769282360832,0.4050983651981158,0.41914893617021276,0.4207627702051494,0.4199197860962567,0.41936796419367967,0.4259946949602122,0.43241360089186176,0.4231687898089172,0.41814278046162107,0.4112751677852349,0.4189462336612316,0.4133208003222774,0.42111475409836063,0.42948717948717946,0.4256747308068802,0.4192,0.40687303252885626,0.3983402489626556
No esperaron:,4387.0,4482.0,4196.0,4517.0,4342.0,4204.0,4274.0,4264.0,4412.0,4342.0,4169.0,4661.0,4372.0,4275.0,4347.0,4218.0,4429.0,4396.0,4213.0,4285.0,4259.0,4321.0,4538.0,4469.0,4466.0,4254.0,4274.0,4285.0,4494.0,4547.0,4512.0,4406.0,4563.0,4353.0,4321.0,4125.0,4305.0,4319.0,4346.0,4354.0,4178.0,4287.0,4427.0,4516.0,4332.0,4130.0,4220.0,4481.0,4285.0,4163.0,4445.0,4290.0,4351.0,4444.0,4295.0,4244.0,4407.0,4261.0,4343.0,4348.0,4463.0,4483.0,4416.0,4409.0,4370.0,4495.0,4224.0,4329.0,4343.0,4324.0,4373.0,4270.0,4393.0,4293.0,4405.0,4477.0,4133.0,4455.0,4520.0,4263.0,4399.0,4336.0,4294.0,4368.0,4207.0,4339.0,4281.0,4328.0,4073.0,4347.0,4336.0,4386.0,4312.0,4369.0,4414.0,4272.0,4107.0,4356.0,4522.0,4495.0
Fracc. de usuarios que no esperaron:,0.5984993178717599,0.5789201756652028,0.5752673430216616,0.5924711437565582,0.5742626636688268,0.5658904293983039,0.5894359398703627,0.5780127423071709,0.5929310576535411,0.583916083916084,0.5664402173913043,0.6030534351145038,0.5910504258483169,0.5756025313046991,0.5813051618079701,0.5674693932463339,0.584918119387216,0.5862896772472659,0.5823082239115411,0.5861833105335157,0.568093904228358,0.5811701412239408,0.5913474068282513,0.5803896103896103,0.5980982991830722,0.5746319059840606,0.5680489101541734,0.5677752749436862,0.5873741994510522,0.5937581613998433,0.5997607337498339,0.5889586953615826,0.6012649887995783,0.5799360511590728,0.592323509252913,0.5718048239534239,0.5657030223390276,0.5764046443347124,0.5797758804695837,0.5854511227645556,0.5739799422997665,0.577140549273021,0.5989717223650386,0.6056054713691833,0.5929373117985217,0.5575806669366815,0.5867630700778643,0.5903820816864295,0.5832312508506874,0.5822377622377622,0.581045751633987,0.5744509908944831,0.587972972972973,0.5952317171175998,0.5894057911348978,0.570123589468028,0.5962657285888242,0.57248421335483,0.5904023926046764,0.5803523758675921,0.5939579451690178,0.6114293507910529,0.5916398713826366,0.5892021916343713,0.5867346938775511,0.5987744771546557,0.5756336876533116,0.5838953331534934,0.5863372485486702,0.5743889479277364,0.5818254390633315,0.5875068794716566,0.5902189977159747,0.5614700496991891,0.5915133610850006,0.6029629629629629,0.5787704803248844,0.5950313877387472,0.5845079529290056,0.576392644672796,0.5793494007638614,0.5816230717639168,0.5949016348018842,0.5808510638297872,0.5792372297948506,0.5800802139037433,0.5806320358063204,0.5740053050397877,0.5675863991081382,0.5768312101910829,0.581857219538379,0.5887248322147651,0.5810537663387684,0.5866791996777225,0.5788852459016394,0.5705128205128205,0.5743252691931199,0.5808,0.5931269674711438,0.6016597510373444
Tiempo promedio de espera para tomar bicicleta:,35.986383457820246,37.376167725754634,37.590981660648055,34.45796515855888,37.52517000685851,39.56707758272852,38.151136647618394,37.102174759416485,37.50389962316477,35.139579826460135,37.95791333677858,34.69617782812824,36.724194669322124,38.56261293554013,37.841277215740966,39.08751887873219,37.694444444555316,37.20574359074583,37.5483269215317,38.357602010711034,40.167949164370505,36.91546767159123,36.65116494517446,36.68608194550379,36.50157701349625,39.770081094526425,37.082192754475514,39.49299604759341,36.78129153634524,37.03980802738959,35.38992630302651,33.894809031436125,36.25117415666268,38.35645977068518,37.86199356680609,38.82014953327194,40.43981039891226,38.0793770595141,37.10507755091921,37.28747157221395,39.74992902599958,39.517830694757166,35.927700370378524,36.74093006510192,37.95825715464014,37.86462957020389,36.893527438941625,34.92872865998182,38.45879216738683,37.908584323222186,35.40575988329094,36.348891029503996,36.55413010556705,37.65137035031076,39.51710149194393,37.210939764761875,36.48299894857678,39.17014339291025,37.90316496444085,38.60646604160545,35.42188016690018,34.294386536279156,36.12978292038243,35.61412822729435,35.44268255416989,36.91251742062309,38.75895073686167,35.54479699339835,37.02660605007622,38.51172631912005,38.17752151006293,37.59816503641953,37.38561601222428,38.160027834192874,38.01213443522423,36.88729137343386,40.666195355519775,37.31990305352254,39.544084740498924,38.30853911574049,37.59822981291733,37.641214563665976,37.44842021819933,37.70827772285846,37.84011290801744,38.25882429543703,39.21656216183123,40.06385518168478,41.7559720756618,38.542534990458,39.49184626131454,36.32176144971295,36.90409930925745,37.58302778271168,38.62646596829516,38.105216581918064,39.31459115532476,36.82990385975956,36.326672272019664,35.124657770384054
Tiempo promedio de espera para dejar bicicleta:,0.056297994472067577,0.1984294540567885,0.6942944870614175,0.5481830779816829,0.46045847947809865,0.45760748090739617,0.3813301081747386,0.8052669522498207,0.4513091225986306,0.3046150746433388,0.4967059882959461,0.032711835917922566,0.4213626780483528,0.5974572821655857,0.7712122705803321,0.5142705766206329,0.30054675677508597,0.4044860975011464,0.48527046068521806,0.3652115516846144,0.08495100891273343,0.5119240289922515,0.43484148453960014,0.34492097738931593,0.20674427884522067,0.1483348928580419,0.6718226202822359,0.5320276201230711,0.2569951668679164,0.15841329141580238,0.29966624160084593,0.35005175009552447,0.30064342020681706,0.5730265304476431,0.6991894147149801,0.36738626402346863,0.3242128909674014,0.5454364448278802,0.5270581649953324,0.3076376023754553,0.3070872750892514,0.11291623319098115,0.7167859103713078,0.2427713842380665,0.18742171182174966,0.6754880528860634,0.6694423102310729,0.28202554731675394,0.4286346846473499,0.7674156005652486,0.7718854205304279,0.3679988450853337,0.17776330302306562,0.05287875544729785,0.41915323034970137,0.43656042372708126,0.4950968234312495,0.20404251211850563,0.0915431086881469,0.977894149013823,0.14027513510776998,0.5213147880978423,0.6570439943969075,0.6503139226581389,0.40082847258801707,0.2645534545915649,0.5274922554279601,0.47913304858962275,0.5977285185543458,0.32063606733828637,0.4317256523401296,0.32765996835991745,0.37757238533969023,0.6670892472766714,0.32880111141795443,0.44366000645133574,0.28579874488886736,0.5467926598664363,0.42081580053167517,0.43382789737093097,0.6024776792575484,0.718260200707593,0.39772151850369825,0.5453762071468891,0.20963931173517464,0.06705134095276903,0.3526581396644725,0.29182392297691384,0.9404290792307969,0.31172574010103266,0.17717225802471248,0.6600646015214664,0.4691670865250689,0.5986708792308815,0.6037194535256485,0.2605985403047906,0.8411416812486494,0.39588266558187607,0.1296625822712266,0.06619745883622952
Tiempo promedio de espera:,18.276119955478098,19.08863419905152,19.464306779162193,17.79719419236122,19.25001824203413,20.314377121860726,19.550425594806356,19.24111719278056,19.309607748775967,17.993279230236734,19.54302307069662,17.601990388858678,18.853104612254686,19.923516983167147,19.597015031864625,20.118711918815176,19.26548937511882,19.104393164751666,19.371818812158963,19.686512112105035,20.434530285100646,19.024943658453495,18.864819351708828,18.772773427470412,18.6442921412603,20.252501248646325,19.185820382644216,20.341933213474725,18.79782528383123,18.874053135567102,18.10274328787177,17.390068672870633,18.53784781585946,19.784681448563273,19.637551712270316,19.92726739675217,20.707446985609877,19.59072777183024,19.13379223915965,19.06490299820746,20.38572529906829,20.093782136700682,18.598046647894552,18.781479189101614,19.35486796765499,19.585350839923418,19.099240007294334,17.880130119700336,19.795624843771698,19.63486543125776,18.37764923474519,18.633603007497037,18.61383715678825,19.122874560287695,20.29544379699106,19.125014807579007,18.764660983535006,19.969917851567356,19.290983322046113,20.075120854019683,18.031082275672496,17.6496375423114,18.685678295333577,18.44250858036591,18.206240479657318,18.86102942410614,19.961022481027886,18.310191518192635,19.12482930652348,19.699345113942027,19.592701045197387,19.285041928934994,19.188667701525038,19.730196604342854,19.475132779725612,18.95973793856063,20.826930828983134,19.23030769225672,20.3195423667489,19.686155331808127,19.412491469995377,19.461323306785133,19.203146116942843,19.439637541617245,19.30754509957656,19.457159377302617,20.117009385038696,20.49264006919836,21.766107161027502,19.727277900670487,20.14942330939262,18.793955907167945,18.992400081311462,19.412968704234057,19.933237566407676,19.468929042277285,20.40896793936517,18.90158217501792,18.48456792810708,17.85012989960034
Fracc. promedio de tiempo con estaciones vac?ias:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. promedio de tiempo con estaciones llenas:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. promedio de tiempo con estaciones llenas o vac?ias:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
