Usuarios que tomaron bicicleta: ,12.0,18.0,21.0,18.0,14.0,15.0,22.0,16.0,17.0,23.0,13.0,13.0,16.0,20.0,23.0
Usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para tomar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo vacía: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usuarios que dejaron bicicleta: ,22.0,16.0,26.0,23.0,10.0,17.0,18.0,15.0,22.0,22.0,23.0,18.0,23.0,26.0,21.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.05555555555555555,0.0,0.0,0.0
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,4.009391091168295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4964498989472,0.09665091047601335,0.0,0.0,0.0
Tiempo que estuvo llena: ,87.74276103879566,0.0,140.07125076289933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.5913400347016,16.036256888852108,0.0,21.006620285390625,0.0
Balance: ,10.0,-2.0,5.0,5.0,-4.0,2.0,-4.0,-1.0,5.0,-1.0,10.0,5.0,7.0,6.0,-2.0
