Usuarios que tomaron bicicleta: ,20.0,21.0,21.0,24.0,16.0,21.0,23.0,15.0,19.0,21.0,18.0,18.0,16.0,25.0,21.0
Usuarios que esperaron tomar bicicleta: ,3.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,4.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.15,0.047619047619047616,0.0,0.0,0.0,0.42857142857142855,0.043478260869565216,0.0,0.15789473684210525,0.09523809523809523,0.2777777777777778,0.0,0.0,0.04,0.19047619047619047
Tiempo promedio de espera para tomar bicicleta: ,11.323488813347131,1.1603615223864245,0.0,0.0,0.0,47.24394320607756,0.0784289537354613,0.0,1.2518285798561866,0.29999214652197753,9.610797926746036,0.0,0.0,0.5090236158546191,5.380858049433961
Tiempo que estuvo vacía: ,212.10437034093115,54.85467827491823,0.0,0.0,0.0,245.1859636686179,27.02790012260948,0.0,205.90027269097692,99.8524881157648,185.80609926038414,0.0,0.0,50.56290650272274,136.63151625534226
Usuarios que dejaron bicicleta: ,8.0,9.0,17.0,17.0,12.0,9.0,12.0,9.0,7.0,9.0,9.0,14.0,9.0,13.0,9.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo llena: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balance: ,-12.0,-12.0,-4.0,-7.0,-4.0,-12.0,-11.0,-6.0,-12.0,-12.0,-9.0,-4.0,-7.0,-12.0,-12.0
