Usuarios que tomaron bicicleta: ,48.0,49.0,52.0,44.0,48.0,56.0,53.0,58.0,49.0,37.0,49.0,50.0,48.0,56.0,65.0
Usuarios que esperaron tomar bicicleta: ,33.0,32.0,29.0,16.0,34.0,40.0,24.0,18.0,24.0,24.0,30.0,29.0,27.0,0.0,49.0
Fracc. de usuarios que esperaron tomar bicicleta: ,0.6875,0.6530612244897959,0.5576923076923077,0.36363636363636365,0.7083333333333334,0.7142857142857143,0.4528301886792453,0.3103448275862069,0.4897959183673469,0.6486486486486487,0.6122448979591837,0.58,0.5625,0.0,0.7538461538461538
Tiempo promedio de espera para tomar bicicleta: ,38.363136573685466,37.79830086886416,27.76916457657755,30.88877232062413,69.39580939872347,32.95405618387775,23.588000184428207,11.23817528723566,28.711172661732217,87.26223293526486,44.02041728239919,40.146911501842425,27.523631685779122,0.0,54.27600534870495
Tiempo que estuvo vacía: ,296.0755328713087,268.0231626511984,260.7394578775668,215.87532584058323,300.1118522560579,284.3621293784064,254.93334739492855,206.39448685649035,235.03624278119798,308.16481319036166,277.0233538853837,271.8956058214868,260.2040145875222,0.0,306.1919204931789
Usuarios que dejaron bicicleta: ,37.0,38.0,41.0,33.0,37.0,45.0,42.0,47.0,38.0,26.0,38.0,39.0,37.0,50.0,54.0
Usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fracc. de usuarios que esperaron dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo promedio de espera para dejar bicicleta: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiempo que estuvo llena: ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balance: ,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-6.0,-11.0
